REF_AREA,TIME_PERIOD,measure,OBS_VALUE,Population,OBS_VALUE_per_capita
AUS,1992,GDP,5428434151.833746,17478635,310.5754054497817
AUS,1993,GDP,5603968231.650155,17634808,317.7788060777387
AUS,1994,GDP,5840471491.8877325,17805468,328.0156125010436
AUS,1995,GDP,5955200987.4308195,18004882,330.7547912522181
AUS,1996,GDP,6107355385.646493,18224767,335.1129474328255
AUS,1997,GDP,6451270116.275694,18423037,350.174084559223
AUS,1998,GDP,6750216366.796056,18607584,362.7669431343723
AUS,1999,GDP,7088576716.778476,18812264,376.8061471377648
AUS,2000,GDP,7245292831.845358,19028802,380.75401866314854
AUS,2001,GDP,7418443658.465368,19274701,384.879830741103
AUS,2002,GDP,7648220908.81523,19495210,392.31282498702143
AUS,2003,GDP,8009564148.309969,19720737,406.14933145297607
AUS,2004,GDP,8381930115.19901,19932722,420.5110629245223
AUS,2005,GDP,8817171787.113592,20176844,436.99459574121664
AUS,2006,GDP,9277607127.960014,20450966,453.6512909932966
AUS,2007,GDP,9824285338.514017,20827622,471.69500860511187
AUS,2008,GDP,10077891746.875212,21249199,474.2716065144485
AUS,2009,GDP,10239289837.701424,21691653,472.0382461263521
AUS,2010,GDP,10818690382.644806,22031750,491.049979354559
AUS,2011,GDP,11082281945.773981,22340024,496.07296508607067
AUS,2012,GDP,11164712556.04919,22733465,491.11354367005606
AUS,2013,GDP,11339642426.012539,23128129,490.2965746175378
AUS,2014,GDP,11232919223.397497,23475686,478.4916284617837
AUS,2015,GDP,11294369036.656939,23815995,474.2346073156691
AUS,2016,GDP,11823659203.06593,24190907,488.76460907670514
AUS,2017,GDP,12151269123.368122,24592588,494.1029030115953
AUS,2018,GDP,12608580792.352757,24963258,505.08554581908965
AUS,2019,GDP,12623354358.95438,25334826,498.2609455835371
AUS,1992,GNI,5284159305.19595,17478635,302.32105111159706
AUS,1993,GNI,5480924284.138929,17634808,310.8014719603939
AUS,1994,GNI,5639641665.01439,17805468,316.7365027987127
AUS,1995,GNI,5745066485.717807,18004882,319.0838176955454
AUS,1996,GNI,5902664286.220647,18224767,323.88146779712724
AUS,1997,GNI,6248371734.668923,18423037,339.1607873701238
AUS,1998,GNI,6540086533.176902,18607584,351.4742447583148
AUS,1999,GNI,6884710581.748454,18812264,365.9692731161148
AUS,2000,GNI,7042980651.154675,19028802,370.12212598326863
AUS,2001,GNI,7217700143.245302,19274701,374.4649602214479
AUS,2002,GNI,7433551920.17197,19495210,381.3014540583031
AUS,2003,GNI,7782114519.064143,19720737,394.61580563972547
AUS,2004,GNI,8072055603.436915,19932722,404.9650420768882
AUS,2005,GNI,8475407085.706283,20176844,420.05613393780925
AUS,2006,GNI,8865297755.73666,20450966,433.4904158432741
AUS,2007,GNI,9423648203.909618,20827622,452.45915274963306
AUS,2008,GNI,9724863122.931028,21249199,457.657868559235
AUS,2009,GNI,9842756064.328997,21691653,453.7577686831426
AUS,2010,GNI,10385402954.26254,22031750,471.38347858261557
AUS,2011,GNI,10745915052.291275,22340024,481.0162716159694
AUS,2012,GNI,10887510953.911848,22733465,478.9199954301664
AUS,2013,GNI,11044121609.612204,23128129,477.5190249765644
AUS,2014,GNI,11004429300.14048,23475686,468.7585828222647
AUS,2015,GNI,11027372766.746895,23815995,463.0238109617883
AUS,2016,GNI,11500746801.140064,24190907,475.4161057764417
AUS,2017,GNI,11766317382.31578,24592588,478.44974194321395
AUS,2018,GNI,12179059021.433558,24963258,487.87938743546846
AUS,2019,GNI,12322806462.65711,25334826,486.3979118173975
AUT,1992,GDP,3043903434.3609047,7840709,388.21788110755097
AUT,1993,GDP,3034111181.143323,7905632,383.79109742817815
AUT,1994,GDP,3094064216.1905236,7936118,389.8712463940838
AUT,1995,GDP,3163270564.6046586,7948278,397.9818728792147
